OBJECTID,Prov_Cod,fecha,Muestras,Muestras_Acumulados,ConfirmadosFTM,Confirmados_AcumuladosFTM,Confirmados,Confirmados_Acumulados,Positividad_Dia,POSITIVIDAD_4sem,Positividad_Acum,Recuperados,Recuperados_Acumulados,Tasa_Recup,Muertes,Defunciones_Acumulados,Letalidad_Ac,Activos,Activos_INC_14D,CONFIRM_INC_14,FALLEC_INC_14
10397,24,2021/02/18 00:00:00+00,44,11860,5,2918,5,2939,0.113636363636,0.116335141651597,0.247807757166,9,2186,0.743790404899626,0,32,4.035386185777,721,-0.123936816524,0.024398745207,0.066666666666
10398,24,2021/02/19 00:00:00+00,52,11912,4,2922,3,2942,0.057692307692,0.115407147041593,0.246977837474,12,2198,0.747110808973487,1,33,4.048946295037,711,-0.127607361963,0.023660403618,0.1
10399,24,2021/02/20 00:00:00+00,7,11919,1,2923,6,2948,0.857142857142,0.113825983313468,0.247336185921,3,2201,0.746607869742198,0,33,4.043080054274,714,-0.1196054254,0.02574808629,0.1
10400,24,2021/02/21 00:00:00+00,1,11920,0,2923,1,2949,1,0.114754098360656,0.247399328859,2,2203,0.747032892505934,0,33,4.042048151915,713,-0.118665018541,0.025739130434,0.1
10401,24,2021/02/22 00:00:00+00,91,12011,11,2934,10,2959,0.10989010989,0.115074798619102,0.246357505619,17,2220,0.750253464008111,0,33,4.059141601892,706,-0.119700748129,0.027787426189,0.1
10402,24,2021/02/23 00:00:00+00,50,12061,5,2939,3,2962,0.06,0.115362971299944,0.245584943205,6,2226,0.75151924375422,0,33,4.071910871033,703,-0.098717948717,0.025623268698,0.1
10403,24,2021/02/24 00:00:00+00,45,12106,3,2942,2,2964,0.044444444444,0.113317757009346,0.244837270774,12,2238,0.755060728744939,0,33,4.084345479082,693,-0.109254498714,0.022068965517,0.1
10404,24,2021/02/25 00:00:00+00,40,12146,5,2947,4,2968,0.1,0.11332941867293,0.24436028322,8,2246,0.756738544474393,0,33,4.092318059299,689,-0.115532734274,0.018531228551,0.1
10405,24,2021/02/26 00:00:00+00,53,12199,2,2949,0,2968,0,0.113496932515337,0.243298631035,12,2258,0.76078167115903,0,33,4.110175202156,677,-0.120779220779,0.017832647462,0.1
10406,24,2021/02/27 00:00:00+00,1,12200,0,2949,0,2968,0,0.111825192802057,0.243278688524,1,2259,0.761118598382749,0,33,4.11051212938,676,-0.117493472584,0.017832647462,0.064516129032
10407,24,2021/02/28 00:00:00+00,2,12202,0,2949,1,2969,0.5,0.110896196002579,0.243320767087,2,2261,0.761535870663523,0,33,4.109801279892,675,-0.102393617021,0.01782653411,0.03125
10408,24,2021/03/01 00:00:00+00,55,12257,5,2954,4,2973,0.072727272727,0.110280373831776,0.242555274536,14,2275,0.765220316178944,0,33,4.122771611167,665,-0.11214953271,0.016757865937,0.03125
10409,24,2021/03/02 00:00:00+00,27,12284,1,2955,2,2975,0.074074074074,0.102646868947708,0.24218495604,9,2284,0.767731092436975,0,33,4.129075630252,658,-0.105978260869,0.016051912568,0.03125
10410,24,2021/03/03 00:00:00+00,43,12327,4,2959,4,2979,0.093023255813,0.107725017717931,0.241664638598,18,2302,0.772742531050688,0,33,4.137965760322,644,-0.111724137931,0.015337423312,0.03125
10411,24,2021/03/04 00:00:00+00,21,12348,2,2961,2,2981,0.095238095238,0.106696100073584,0.241415613864,1,2303,0.772559543777256,0,33,4.142234149614,645,-0.105409153952,0.014290575025,0.03125
10412,24,2021/03/05 00:00:00+00,39,12387,4,2965,1,2982,0.025641025641,0.106153846153846,0.240736255751,9,2312,0.77531857813548,0,33,4.153923541247,637,-0.104078762306,0.013596193065,0
10413,24,2021/03/06 00:00:00+00,6,12393,0,2965,0,2982,0,0.110831234256927,0.240619704671,2,2314,0.775989268947015,0,33,4.155935613682,635,-0.110644257703,0.011533242876,0
10414,24,2021/03/07 00:00:00+00,0,12393,0,2965,0,2982,0,0.111486486486486,0.240619704671,3,2317,0.776995305164319,0,33,4.155935613682,632,-0.113604488078,0.011190233977,0
10415,24,2021/03/08 00:00:00+00,0,12393,0,2965,0,2982,0,0.111580726965342,0.240619704671,0,2317,0.776995305164319,0,33,4.155935613682,632,-0.104815864022,0.007772896248,0
10416,24,2021/03/09 00:00:00+00,0,12393,0,2965,0,2982,0,0.108597285067873,0.240619704671,0,2317,0.776995305164319,0,33,4.155935613682,632,-0.100995732574,0.006752194463,0
10417,25,2020/01/01 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10418,25,2020/01/02 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10419,25,2020/01/03 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10420,25,2020/01/04 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10421,25,2020/01/05 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10422,25,2020/01/06 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10423,25,2020/01/07 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10424,25,2020/01/08 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10425,25,2020/01/09 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10426,25,2020/01/10 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10427,25,2020/01/11 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10428,25,2020/01/12 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10429,25,2020/01/13 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10430,25,2020/01/14 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10431,25,2020/01/15 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10432,25,2020/01/16 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10433,25,2020/01/17 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10434,25,2020/01/18 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10435,25,2020/01/19 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10436,25,2020/01/20 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10437,25,2020/01/21 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10438,25,2020/01/22 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10439,25,2020/01/23 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10440,25,2020/01/24 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10441,25,2020/01/25 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10442,25,2020/01/26 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10443,25,2020/01/27 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10444,25,2020/01/28 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10445,25,2020/01/29 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10446,25,2020/01/30 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10447,25,2020/01/31 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10448,25,2020/02/01 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10449,25,2020/02/02 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10450,25,2020/02/03 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10451,25,2020/02/04 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10452,25,2020/02/05 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10453,25,2020/02/06 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10454,25,2020/02/07 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10455,25,2020/02/08 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10456,25,2020/02/09 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10457,25,2020/02/10 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10458,25,2020/02/11 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10459,25,2020/02/12 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10460,25,2020/02/13 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10461,25,2020/02/14 00:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10462,25,2020/02/15 00:00:00+00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10463,25,2020/02/16 00:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10464,25,2020/02/17 00:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10465,25,2020/02/18 00:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10466,25,2020/02/19 00:00:00+00,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0
10467,25,2020/02/20 00:00:00+00,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0
10468,25,2020/02/21 00:00:00+00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
10469,25,2020/02/22 00:00:00+00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
10470,25,2020/02/23 00:00:00+00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
10471,25,2020/02/24 00:00:00+00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
10472,25,2020/02/25 00:00:00+00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
10473,25,2020/02/26 00:00:00+00,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,16,0,0,0
10474,25,2020/02/27 00:00:00+00,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0
10475,25,2020/02/28 00:00:00+00,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0
10476,25,2020/02/29 00:00:00+00,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,15,15,0
10477,25,2020/03/01 00:00:00+00,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,17,16,16,0
10478,25,2020/03/02 00:00:00+00,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,16,16,0
10479,25,2020/03/03 00:00:00+00,1,1,1,1,0,17,0,1,17,0,0,0,0,0,0,17,16,16,0
10480,25,2020/03/04 00:00:00+00,0,1,0,1,6,23,0,1,23,0,0,0,0,0,0,23,10.5,10.5,0
10481,25,2020/03/05 00:00:00+00,0,1,0,1,0,23,0,1,23,0,0,0,0,0,0,23,6.666666666666,6.666666666666,0
10482,25,2020/03/06 00:00:00+00,0,1,0,1,1,24,0,1,24,0,0,0,0,0,0,24,7,7,0
10483,25,2020/03/07 00:00:00+00,0,1,0,1,0,24,0,1,24,0,0,0,0,0,0,24,7,7,0
10484,25,2020/03/08 00:00:00+00,0,1,0,1,2,26,0,1,26,0,0,0,0,0,0,26,7.666666666666,7.666666666666,0
10485,25,2020/03/09 00:00:00+00,0,1,0,1,0,26,0,1,26,0,0,0,0,0,0,26,7.666666666666,7.666666666666,0
10486,25,2020/03/10 00:00:00+00,3,4,0,1,1,27,0.333333333333,0.25,6.75,0,0,0,0,0,0,27,8,8,0
10487,25,2020/03/11 00:00:00+00,1,5,0,1,2,29,2,0.2,5.8,0,0,0,0,0,0,29,0.8125,0.8125,0
10488,25,2020/03/12 00:00:00+00,3,8,0,1,0,29,0,0.125,3.625,0,0,0,0,0,0,29,0.8125,0.8125,0
10489,25,2020/03/13 00:00:00+00,1,9,0,1,4,33,4,0.111111111111111,3.666666666666,0,0,0,0,0,0,33,1.0625,1.0625,0
10490,25,2020/03/14 00:00:00+00,0,9,0,1,2,35,0,0.111111111111111,3.888888888888,0,0,0,0,0,0,35,1.1875,1.1875,0
10491,25,2020/03/15 00:00:00+00,0,9,0,1,5,40,0,0.111111111111111,4.444444444444,0,0,0,0,0,0,40,1.35294117647,1.35294117647,0
10492,25,2020/03/16 00:00:00+00,3,12,0,1,5,45,1.666666666666,0.0833333333333333,3.75,0,0,0,0,0,0,45,1.647058823529,1.647058823529,0
10493,25,2020/03/17 00:00:00+00,3,15,3,4,8,53,2.666666666666,0.266666666666667,3.533333333333,0,0,0,0,0,0,53,2.117647058823,2.117647058823,0
10494,25,2020/03/18 00:00:00+00,3,18,0,4,1,54,0.333333333333,0.222222222222222,3,0,0,0,0,0,0,54,1.347826086956,1.347826086956,0
10495,25,2020/03/19 00:00:00+00,12,30,11,15,15,69,1.25,0.5,2.3,0,0,0,0,0,0,69,2,2,0
10496,25,2020/03/20 00:00:00+00,10,40,10,25,12,81,1.2,0.625,2.025,0,0,0,0,0,0,81,2.375,2.375,0
10497,25,2020/03/21 00:00:00+00,4,44,3,28,6,87,1.5,0.636363636363636,1.977272727272,0,0,0,0,0,0,87,2.625,2.625,0
10498,25,2020/03/22 00:00:00+00,9,53,4,32,7,94,0.777777777777,0.60377358490566,1.77358490566,0,0,0,0,0,0,94,2.615384615384,2.615384615384,0
10499,25,2020/03/23 00:00:00+00,23,76,20,52,22,116,0.95652173913,0.684210526315789,1.526315789473,0,0,0,0,0,0,116,3.461538461538,3.461538461538,0
10500,25,2020/03/24 00:00:00+00,8,84,7,59,15,131,1.875,0.702380952380952,1.559523809523,0,0,0,2,2,0.641221374045,129,3.777777777777,3.851851851851,0
10501,25,2020/03/25 00:00:00+00,6,90,5,64,13,144,2.166666666666,0.711111111111111,1.6,0,0,0,0,2,0.625,142,3.896551724137,3.965517241379,0
10502,25,2020/03/26 00:00:00+00,35,125,19,83,25,169,0.714285714285,0.664,1.352,0,0,0,0,2,0.739644970414,167,4.758620689655,4.827586206896,0
10503,25,2020/03/27 00:00:00+00,6,131,4,87,9,178,1.5,0.66412213740458,1.358778625954,0,0,0,0,2,0.735955056179,176,4.333333333333,4.393939393939,0
10504,25,2020/03/28 00:00:00+00,161,292,66,153,56,234,0.347826086956,0.523972602739726,0.801369863013,0,0,0,3,5,1.247863247863,229,5.542857142857,5.685714285714,0
10505,25,2020/03/29 00:00:00+00,50,342,20,173,19,253,0.38,0.505847953216374,0.739766081871,0,0,0,1,6,1.351778656126,247,5.175,5.325,0
10506,25,2020/03/30 00:00:00+00,44,386,33,206,33,286,0.75,0.533678756476684,0.740932642487,0,0,0,0,6,1.34965034965,280,5.222222222222,5.355555555555,0
10507,25,2020/03/31 00:00:00+00,17,403,8,214,16,302,0.941176470588,0.531017369727047,0.749379652605,0,0,0,2,8,1.334437086092,294,4.54716981132,4.698113207547,0
10508,25,2020/04/01 00:00:00+00,28,431,18,232,25,327,0.892857142857,0.537209302325581,0.758700696055,0,0,0,1,9,1.318042813455,318,4.888888888888,5.055555555555,0
10509,25,2020/04/02 00:00:00+00,8,439,7,239,11,338,1.375,0.54337899543379,0.76993166287,0,0,0,2,11,1.298816568047,327,3.739130434782,3.898550724637,0
10510,25,2020/04/03 00:00:00+00,72,511,30,269,21,359,0.291666666666,0.525490196078431,0.702544031311,0,0,0,5,16,1.42339832869,343,3.234567901234,3.432098765432,0
10511,25,2020/04/04 00:00:00+00,65,576,37,306,39,398,0.6,0.530434782608696,0.690972222222,0,0,0,5,21,1.447236180904,377,3.333333333333,3.574712643678,0
10512,25,2020/04/05 00:00:00+00,0,576,0,306,5,403,0,0.530434782608696,0.699652777777,1,1,0.00248138957816377,1,22,1.429280397022,380,3.042553191489,3.287234042553,0
10513,25,2020/04/06 00:00:00+00,87,663,41,347,37,440,0.425287356321,0.522658610271903,0.663650075414,0,1,0.00227272727272727,0,22,1.506818181818,417,2.594827586206,2.793103448275,0
10514,25,2020/04/07 00:00:00+00,66,729,42,389,40,480,0.60606060606,0.532967032967033,0.658436213991,0,1,0.00208333333333333,1,23,1.51875,456,2.53488372093,2.664122137404,10.5
10515,25,2020/04/08 00:00:00+00,77,806,29,418,17,497,0.220779220779,0.519950124688279,0.616625310173,0,1,0.00201207243460765,4,27,1.621730382293,469,2.302816901408,2.451388888888,12.5
10516,25,2020/04/09 00:00:00+00,131,937,42,460,40,537,0.30534351145,0.492489270386266,0.57310565635,0,1,0.00186219739292365,9,36,1.744878957169,500,1.994011976047,2.177514792899,17
10517,25,2020/04/10 00:00:00+00,73,1010,30,490,32,569,0.438356164383,0.488023952095808,0.563366336633,0,1,0.00175746924428822,1,37,1.775043936731,531,2.017045454545,2.196629213483,17.5
10518,25,2020/04/11 00:00:00+00,95,1105,36,526,32,601,0.336842105263,0.479014598540146,0.543891402714,0,1,0.00166389351081531,3,40,1.83860232945,560,1.445414847161,1.568376068376,7
10519,25,2020/04/12 00:00:00+00,89,1194,22,548,23,624,0.258426966292,0.461603375527426,0.522613065326,1,2,0.00320512820512821,0,40,1.913461538461,582,1.356275303643,1.466403162055,5.666666666666
10520,25,2020/04/13 00:00:00+00,124,1318,34,582,38,662,0.306451612903,0.443850267379679,0.502276176024,0,2,0.00302114803625378,1,41,1.990936555891,619,1.210714285714,1.314685314685,5.833333333333
10521,25,2020/04/14 00:00:00+00,97,1415,41,623,34,696,0.350515463917,0.443335709194583,0.491872791519,2,4,0.00574712643678161,2,43,2.033045977011,649,1.207482993197,1.304635761589,4.375
10522,25,2020/04/15 00:00:00+00,129,1544,44,667,45,741,0.348837209302,0.433616742969261,0.479922279792,1,5,0.0067476383265857,1,44,2.083670715249,692,1.17610062893,1.266055045871,3.888888888888
10523,25,2020/04/16 00:00:00+00,115,1659,43,710,36,777,0.31304347826,0.430225472273004,0.468354430379,1,6,0.00772200772200772,2,46,2.135135135135,725,1.217125382262,1.298816568047,3.181818181818
10524,25,2020/04/17 00:00:00+00,85,1744,27,737,21,798,0.247058823529,0.421236872812135,0.457568807339,1,7,0.0087719298245614,3,49,2.185463659147,742,1.163265306122,1.222841225626,2.0625
10525,25,2020/04/18 00:00:00+00,44,1788,11,748,12,810,0.272727272727,0.413615560640732,0.453020134228,3,10,0.0123456790123457,2,51,2.207407407407,749,0.98673740053,1.035175879396,1.428571428571
10526,25,2020/04/19 00:00:00+00,86,1874,25,773,25,835,0.290697674418,0.407103825136612,0.445570971184,1,11,0.0131736526946108,2,53,2.244311377245,771,1.028947368421,1.071960297766,1.40909090909
10527,25,2020/04/20 00:00:00+00,106,1980,27,800,32,867,0.301886792452,0.398546964193046,0.437878787878,2,13,0.0149942329873126,3,56,2.283737024221,798,0.913669064748,0.970454545454,1.545454545454
10528,25,2020/04/21 00:00:00+00,59,2039,19,819,21,888,0.355932203389,0.390728476821192,0.435507601765,3,16,0.018018018018018,2,58,2.296171171171,814,0.785087719298,0.85,1.521739130434
10529,25,2020/04/22 00:00:00+00,75,2114,31,850,30,918,0.4,0.389655172413793,0.434247871333,4,20,0.0217864923747277,4,62,2.302832244008,836,0.782515991471,0.847082494969,1.296296296296
10530,25,2020/04/23 00:00:00+00,115,2229,44,894,56,974,0.486956521739,0.388031790556335,0.436967249887,9,29,0.0297741273100616,0,62,2.288501026694,883,0.766,0.813780260707,0.722222222222
10531,25,2020/04/24 00:00:00+00,94,2323,21,915,26,1000,0.27659574468,0.37852593266606,0.430477830391,3,32,0.032,4,66,2.323,902,0.69868173258,0.757469244288,0.783783783783
10532,25,2020/04/25 00:00:00+00,103,2426,30,945,27,1027,0.26213592233,0.373856209150327,0.423330585325,4,36,0.0350535540408958,3,69,2.362220058422,922,0.646428571428,0.708818635607,0.725
10533,25,2020/04/26 00:00:00+00,88,2514,23,968,29,1056,0.329545454545,0.366786678667867,0.420047732696,3,39,0.0369318181818182,1,70,2.380681818181,947,0.627147766323,0.692307692307,0.75
10534,25,2020/04/27 00:00:00+00,123,2637,40,1008,39,1095,0.317073170731,0.363834422657952,0.415244596131,42,81,0.073972602739726,1,71,2.408219178082,943,0.523424878836,0.654078549848,0.731707317073
10535,25,2020/04/28 00:00:00+00,122,2759,33,1041,25,1120,0.204918032786,0.351875263379688,0.405944182674,16,97,0.0866071428571429,0,71,2.463392857142,952,0.466872110939,0.609195402298,0.651162790697
10536,25,2020/04/29 00:00:00+00,126,2885,38,1079,34,1154,0.269841269841,0.348509266720387,0.4,12,109,0.0944540727902946,1,72,2.5,973,0.406069364161,0.557354925775,0.636363636363
10537,25,2020/04/30 00:00:00+00,202,3087,54,1133,38,1192,0.188118811881,0.339231927710843,0.386135406543,23,132,0.110738255033557,2,74,2.589765100671,986,0.36,0.534105534105,0.608695652173
10538,25,2020/05/01 00:00:00+00,149,3236,25,1158,25,1217,0.167785234899,0.328566321058277,0.3760815822,21,153,0.125718981101068,2,76,2.658997534921,988,0.33153638814,0.525062656641,0.551020408163
10539,25,2020/05/02 00:00:00+00,111,3347,20,1178,21,1238,0.189189189189,0.320521861777151,0.369883477741,18,171,0.138126009693053,0,76,2.703554119547,991,0.323097463284,0.528395061728,0.490196078431
10540,25,2020/05/03 00:00:00+00,88,3435,33,1211,25,1263,0.28409090909,0.316544246239944,0.367685589519,10,181,0.143309580364212,0,76,2.71971496437,1006,0.304798962386,0.512574850299,0.43396226415
10541,25,2020/05/04 00:00:00+00,61,3496,13,1224,15,1278,0.245901639344,0.314383561643836,0.365560640732,21,202,0.158059467918623,2,78,2.735524256651,998,0.250626566416,0.474048442906,0.392857142857
10542,25,2020/05/05 00:00:00+00,119,3615,24,1248,27,1305,0.226890756302,0.305216802168022,0.360995850622,6,208,0.159386973180077,1,79,2.770114942528,1018,0.250614250614,0.469594594594,0.362068965517
10543,25,2020/05/06 00:00:00+00,175,3790,48,1296,43,1348,0.245714285714,0.296308395949036,0.355672823218,19,227,0.16839762611276,1,80,2.811572700296,1041,0.245215311004,0.468409586056,0.290322580645
10544,25,2020/05/07 00:00:00+00,109,3899,26,1322,27,1375,0.247706422018,0.292272874232137,0.352654526801,24,251,0.182545454545455,1,81,2.835636363636,1043,0.181200453001,0.411704312114,0.306451612903
10545,25,2020/05/08 00:00:00+00,148,4047,42,1364,40,1415,0.27027027027,0.290675241157556,0.349641709908,22,273,0.192932862190813,1,82,2.860070671378,1060,0.175166297117,0.415,0.242424242424
10546,25,2020/05/09 00:00:00+00,89,4136,16,1380,21,1436,0.235955056179,0.284708893154191,0.347195357833,26,299,0.208217270194986,3,85,2.880222841225,1052,0.140997830802,0.398247322297,0.231884057971
10547,25,2020/05/10 00:00:00+00,55,4191,6,1386,16,1452,0.290909090909,0.278677900194426,0.346456692913,22,321,0.221074380165289,1,86,2.886363636363,1045,0.103484688489,0.375,0.228571428571
10548,25,2020/05/11 00:00:00+00,80,4271,20,1406,23,1475,0.2875,0.278843028924277,0.345352376492,13,334,0.226440677966102,0,86,2.895593220338,1055,0.118769883351,0.34703196347,0.211267605633
10549,25,2020/05/12 00:00:00+00,104,4375,19,1425,21,1496,0.201923076923,0.275760549558391,0.341942857142,8,342,0.228609625668449,0,86,2.924465240641,1068,0.121848739495,0.335714285714,0.211267605633
10550,25,2020/05/13 00:00:00+00,134,4509,28,1453,29,1525,0.216417910447,0.268261150614092,0.33821246396,23,365,0.239344262295082,2,88,2.956721311475,1072,0.101747173689,0.321490467937,0.222222222222
10551,25,2020/05/14 00:00:00+00,96,4605,14,1467,22,1547,0.229166666666,0.261352499183273,0.335939196525,20,385,0.248868778280543,2,90,2.976729153199,1072,0.087221095334,0.297818791946,0.216216216216
10552,25,2020/05/15 00:00:00+00,108,4713,20,1487,43,1590,0.398148148148,0.254420432220039,0.337364735837,25,410,0.257861635220126,2,92,2.964150943396,1088,0.101214574898,0.306491372226,0.210526315789
10553,25,2020/05/16 00:00:00+00,93,4806,7,1494,14,1604,0.150537634408,0.2472240365774,0.333749479816,22,432,0.269326683291771,1,93,2.99625935162,1079,0.088799192734,0.295638126009,0.223684210526
10554,25,2020/05/17 00:00:00+00,56,4862,12,1506,16,1620,0.285714285714,0.24658425504229,0.333196215549,32,464,0.28641975308642,1,94,3.001234567901,1062,0.055666003976,0.282660332541,0.236842105263
10555,25,2020/05/18 00:00:00+00,108,4970,24,1530,32,1652,0.296296296296,0.244509043927649,0.332394366197,35,499,0.302058111380145,2,96,3.008474576271,1057,0.059118236472,0.292644757433,0.230769230769
10556,25,2020/05/19 00:00:00+00,229,5199,37,1567,38,1690,0.165938864628,0.238272755514135,0.325062512021,27,526,0.311242603550296,0,96,3.076331360946,1068,0.049115913555,0.295019157088,0.215189873417
10557,25,2020/05/20 00:00:00+00,188,5387,25,1592,30,1720,0.159574468085,0.230884109916368,0.319287172823,15,541,0.31453488372093,0,96,3.131976744186,1083,0.040345821325,0.275964391691,0.2
10558,25,2020/05/21 00:00:00+00,214,5601,30,1622,20,1740,0.093457943925,0.221393748207628,0.310658810926,18,559,0.321264367816092,1,97,3.218965517241,1084,0.039309683604,0.265454545454,0.197530864197
10559,25,2020/05/22 00:00:00+00,183,5784,39,1661,21,1761,0.11475409836,0.215752461322082,0.304460580912,23,582,0.330494037478705,0,97,3.284497444633,1082,0.020754716981,0.244522968197,0.182926829268
10560,25,2020/05/23 00:00:00+00,68,5852,10,1671,11,1772,0.161764705882,0.21422499291584,0.302802460697,31,613,0.345936794582393,1,98,3.302483069977,1061,0.008555133079,0.233983286908,0.15294117647
10561,25,2020/05/24 00:00:00+00,122,5974,26,1697,24,1796,0.196721311475,0.211950394588501,0.300636089722,26,639,0.355790645879733,0,98,3.326280623608,1059,0.013397129186,0.23691460055,0.13953488372
10562,25,2020/05/25 00:00:00+00,119,6093,10,1707,10,1806,0.084033613445,0.206482257613859,0.296405711472,13,652,0.361018826135105,1,99,3.373754152823,1055,0,0.224406779661,0.151162790697
10563,25,2020/05/26 00:00:00+00,111,6204,15,1722,9,1815,0.081081081081,0.200168208578638,0.292553191489,19,671,0.36969696969697,2,101,3.418181818181,1043,-0.0234082397,0.213235294117,0.174418604651
10564,25,2020/05/27 00:00:00+00,226,6430,31,1753,28,1843,0.123893805309,0.193952601470989,0.286625194401,10,681,0.36950623982637,0,101,3.488876831253,1061,-0.010261194029,0.208524590163,0.147727272727
10565,25,2020/05/28 00:00:00+00,142,6572,25,1778,18,1861,0.12676056338,0.189585028478438,0.283171028606,16,697,0.374529822675981,0,101,3.53143471252,1063,-0.008395522388,0.202973497091,0.122222222222
10566,25,2020/05/29 00:00:00+00,136,6708,25,1803,23,1884,0.169117647058,0.185031759182546,0.280858676207,16,713,0.378450106157113,1,102,3.56050955414,1069,-0.017463235294,0.184905660377,0.108695652173
